018585	0
018677	1
018748	2
018818	3
018937	4
019007	5
019076	6
019144	7
019213	8
019281	9
019350	10
019419	11
019487	12
019555	13
019624	14
019693	15
019762	16
019830	17
019899	18
019968	19
020037	20
020105	21
020174	22
020242	23
020311	24
020380	25
020449	26
020518	27
020586	28
020655	29
020724	30
020793	31
020861	32
020929	33
020997	34
021065	35
021133	36
021202	37
021271	38
021339	39
021407	40
021476	41
021545	42
021614	43
021683	44
021751	45
021819	46
021887	47
021955	48
022023	49
022092	50
022160	51
022229	52
022297	53
022365	54
022434	55
022503	56
022572	57
022641	58
022709	59
022778	60
022848	61
022919	62
022988	63
023055	64
023124	65
023192	66
023261	67
023329	68
023398	69
023467	70
023535	71
023604	72
023672	73
023741	74
023809	75
023878	76
023946	77
024014	78
024083	79
024152	80
024220	81
024290	82
024358	83
024427	84
024495	85
024564	86
024632	87
024701	88
024770	89
024838	90
024906	91
024974	92
025043	93
025112	94
025182	95
025250	96
025319	97
025387	98
025455	99
025524	100
025592	101
025661	102
025730	103
025798	104
025867	105
025935	106
026003	107
026071	108
026140	109
026208	110
026276	111
026345	112
026413	113
026482	114
026551	115
026619	116
026688	117
026757	118
026833	119
026904	120
026973	121
027042	122
027110	123
027179	124
027247	125
027315	126
027383	127
027452	128
027520	129
027588	130
027656	131
027725	132
027794	133
027863	134
027931	135
028000	136
028069	137
028137	138
028206	139
028274	140
028343	141
028412	142
028481	143
028549	144
028618	145
028687	146
028755	147
028823	148
028891	149
028960	150
029029	151
029098	152
029167	153
029235	154
029304	155
029373	156
029441	157
029510	158
029579	159
029647	160
029715	161
029784	162
029852	163
029921	164
029989	165
030058	166
030126	167
030195	168
030264	169
030332	170
030401	171
030470	172
030537	173
030606	174
030674	175
030742	176
030811	177
030880	178
030951	179
031020	180
031089	181
031158	182
031227	183
031295	184
031364	185
031432	186
031501	187
031569	188
031638	189
031706	190
031775	191
031844	192
031912	193
031980	194
032049	195
032118	196
032186	197
032254	198
032322	199
032390	200
032458	201
032527	202
032595	203
032664	204
032732	205
032801	206
032870	207
032939	208
033007	209
033075	210
033143	211
033211	212
033280	213
033348	214
033417	215
033485	216
033553	217
033621	218
033689	219
033757	220
033825	221
033894	222
033963	223
034031	224
034099	225
034167	226
034235	227
034304	228
034373	229
034442	230
034511	231
034579	232
034647	233
034715	234
034784	235
034853	236
034923	237
034992	238
035061	239
035129	240
035198	241
035266	242
035334	243
035402	244
035471	245
035539	246
035608	247
035676	248
035745	249
035813	250
035881	251
035950	252
036018	253
036086	254
036155	255
036224	256
036293	257
036361	258
036430	259
036498	260
036566	261
036635	262
036704	263
036772	264
036841	265
036910	266
036978	267
037047	268
037115	269
037184	270
037253	271
037321	272
037390	273
037458	274
037526	275
037595	276
037662	277
037732	278
037800	279
037869	280
037936	281
038004	282
038072	283
038141	284
038210	285
038278	286
038347	287
038416	288
038484	289
038552	290
038620	291
038689	292
038758	293
038841	294
038912	295
038980	296
039049	297
039117	298
039186	299
039254	300
039322	301
039391	302
039460	303
039529	304
039598	305
039666	306
039735	307
039804	308
039873	309
039942	310
040010	311
040078	312
040147	313
040215	314
040283	315
040351	316
040420	317
040489	318
040557	319
040625	320
040694	321
040763	322
040831	323
040900	324
040969	325
041037	326
041105	327
041173	328
041242	329
041310	330
041379	331
041446	332
041515	333
041584	334
041653	335
041721	336
041790	337
041858	338
041926	339
041994	340
042062	341
042131	342
042199	343
042268	344
042336	345
042404	346
042473	347
042541	348
042610	349
042679	350
042747	351
042816	352
042903	353
042971	354
043040	355
043109	356
043177	357
043245	358
043314	359
043382	360
043450	361
043519	362
043588	363
043657	364
043725	365
043794	366
043862	367
043931	368
044000	369
044068	370
044136	371
044205	372
044274	373
044342	374
044411	375
044479	376
044547	377
044616	378
044684	379
044753	380
044821	381
044890	382
044959	383
045029	384
045097	385
045166	386
045235	387
045304	388
045372	389
045441	390
045508	391
045577	392
045646	393
045714	394
045782	395
045850	396
045919	397
045988	398
046056	399
046123	400
046192	401
046260	402
046328	403
046397	404
046466	405
046534	406
046602	407
046671	408
046739	409
046808	410
046878	411
046947	412
047016	413
047085	414
047153	415
047222	416
047291	417
047360	418
047428	419
047496	420
047564	421
047633	422
047702	423
047771	424
047839	425
047907	426
047976	427
048045	428
048114	429
048183	430
048251	431
048320	432
048388	433
048457	434
048525	435
048593	436
048662	437
048731	438
048800	439
048869	440
048938	441
049007	442
049076	443
049144	444
049212	445
049280	446
049348	447
049416	448
049485	449
049553	450
049621	451
049690	452
049758	453
049826	454
049894	455
049962	456
050030	457
050099	458
050168	459
050237	460
050305	461
050373	462
050442	463
050511	464
050580	465
050648	466
050717	467
050785	468
050856	469
050925	470
050994	471
051062	472
051131	473
051199	474
051267	475
051335	476
051404	477
051472	478
051541	479
051609	480
051677	481
051746	482
051815	483
051884	484
051952	485
052020	486
052089	487
052157	488
052225	489
052294	490
052363	491
052432	492
052500	493
052568	494
052637	495
052705	496
052774	497
052842	498
052910	499
052978	500
053046	501
053115	502
053183	503
053253	504
053321	505
053389	506
053458	507
053526	508
053595	509
053664	510
053732	511
053800	512
053869	513
053937	514
054005	515
054074	516
054142	517
054211	518
054279	519
054347	520
054415	521
054484	522
054553	523
054622	524
054690	525
054759	526
054842	527
054912	528
054980	529
055049	530
055117	531
055186	532
055254	533
055322	534
055391	535
055459	536
055528	537
055597	538
055665	539
055734	540
055802	541
055871	542
055939	543
056009	544
056077	545
056146	546
056214	547
056283	548
056351	549
056420	550
056488	551
056557	552
056626	553
056695	554
056763	555
056832	556
056900	557
056969	558
057038	559
057106	560
057175	561
057242	562
057312	563
057381	564
057449	565
057518	566
057586	567
057654	568
057723	569
057791	570
057859	571
057928	572
057996	573
058064	574
058133	575
058201	576
058270	577
058338	578
058406	579
058475	580
058544	581
058612	582
058681	583
058751	584
058819	585
058896	586
058965	587
059035	588
059103	589
059172	590
059241	591
059309	592
059378	593
059446	594
059515	595
059583	596
059652	597
059720	598
059789	599
059857	600
059925	601
059994	602
060062	603
060132	604
060200	605
060268	606
060336	607
060405	608
060473	609
060542	610
060611	611
060679	612
060748	613
060816	614
060884	615
060953	616
061022	617
061089	618
061158	619
061226	620
061295	621
061363	622
061432	623
061501	624
061569	625
061637	626
061706	627
061776	628
061844	629
061913	630
061981	631
062049	632
062117	633
062186	634
062254	635
062323	636
062391	637
062460	638
062528	639
062596	640
062664	641
062732	642
062799	643
062870	644
062939	645
063008	646
063076	647
063145	648
063213	649
063282	650
063350	651
063419	652
063488	653
063556	654
063624	655
063693	656
063761	657
063829	658
063898	659
063967	660
064035	661
064103	662
064172	663
064241	664
064310	665
064378	666
064446	667
064515	668
064584	669
064652	670
064720	671
064788	672
064857	673
064926	674
064994	675
065062	676
065130	677
065199	678
065268	679
065336	680
065404	681
065473	682
065541	683
065610	684
065679	685
065747	686
065815	687
065883	688
065952	689
066020	690
066088	691
066155	692
066224	693
066292	694
066361	695
066429	696
066498	697
066566	698
066634	699
066702	700
066771	701
066841	702
066910	703
066979	704
067048	705
067116	706
067185	707
067254	708
067322	709
067391	710
067458	711
067527	712
067595	713
067663	714
067731	715
067799	716
067868	717
067936	718
068005	719
068073	720
068141	721
068210	722
068278	723
068347	724
068415	725
068484	726
068552	727
068620	728
068689	729
068757	730
068825	731
068894	732
068962	733
069031	734
069099	735
069167	736
069236	737
069305	738
069373	739
069442	740
069510	741
069578	742
069647	743
069716	744
069785	745
069853	746
069921	747
069990	748
070058	749
070126	750
070195	751
070262	752
070331	753
070398	754
070467	755
070535	756
070603	757
070672	758
070741	759
070808	760
070879	761
070947	762
071016	763
071085	764
071153	765
071220	766
071288	767
071356	768
071424	769
071493	770
071561	771
071629	772
071697	773
071765	774
071833	775
071901	776
071969	777
072038	778
072106	779
072175	780
072243	781
072311	782
072380	783
072449	784
072518	785
072586	786
072654	787
072723	788
072792	789
072860	790
072928	791
072996	792
073065	793
073133	794
073201	795
073269	796
073337	797
073406	798
073474	799
073542	800
073611	801
073680	802
073748	803
073817	804
073885	805
073953	806
074021	807
074090	808
074158	809
074226	810
074294	811
074363	812
074431	813
074499	814
074567	815
074636	816
074703	817
074772	818
074842	819
074910	820
074978	821
075046	822
075115	823
075184	824
075252	825
075320	826
075388	827
075457	828
075526	829
075594	830
075663	831
075731	832
075800	833
075868	834
075937	835
076005	836
076074	837
076142	838
076211	839
076279	840
076347	841
076415	842
076484	843
076553	844
076621	845
076689	846
076758	847
076826	848
076894	849
076963	850
077031	851
077100	852
077168	853
077236	854
077304	855
077372	856
077441	857
077509	858
077577	859
077647	860
077715	861
077785	862
077852	863
077919	864
077985	865
078050	866
078116	867
078183	868
078252	869
078321	870
078390	871
078458	872
078527	873
078596	874
078665	875
078733	876
078803	877
078874	878
078944	879
079012	880
079081	881
079150	882
079219	883
079289	884
079357	885
079425	886
079493	887
079562	888
079631	889
079700	890
079768	891
079838	892
079907	893
079976	894
080044	895
080113	896
080182	897
080251	898
080319	899
080387	900
080456	901
080525	902
080594	903
080664	904
080733	905
080801	906
080870	907
080939	908
081008	909
081077	910
081145	911
081214	912
081282	913
081351	914
081420	915
081488	916
081556	917
081625	918
081694	919
081762	920
081830	921
081899	922
081968	923
082037	924
082106	925
082175	926
082243	927
082312	928
082381	929
082449	930
082518	931
082587	932
082655	933
082724	934
082793	935
082863	936
082933	937
083003	938
083071	939
083140	940
083209	941
083278	942
083347	943
083417	944
083485	945
083554	946
083623	947
083692	948
083761	949
083829	950
083898	951
083966	952
084035	953
084103	954
084170	955
084239	956
084308	957
084377	958
084445	959
084514	960
084583	961
084652	962
084720	963
084790	964
084858	965
084927	966
084995	967
085064	968
085133	969
085202	970
085270	971
085338	972
085407	973
085476	974
085545	975
085613	976
085682	977
085750	978
085819	979
085887	980
085956	981
086025	982
086094	983
086163	984
086231	985
086299	986
086369	987
086438	988
086507	989
086575	990
086644	991
086712	992
086781	993
086851	994
086920	995
086990	996
087059	997
087128	998
087197	999
087265	1000
087334	1001
087403	1002
087472	1003
087541	1004
087610	1005
087678	1006
087746	1007
087815	1008
087884	1009
087952	1010
088020	1011
088090	1012
088158	1013
088227	1014
088296	1015
088365	1016
088434	1017
088502	1018
088571	1019
088639	1020
088708	1021
088777	1022
088846	1023
088915	1024
088984	1025
089053	1026
089122	1027
089191	1028
089259	1029
089328	1030
089397	1031
089466	1032
089534	1033
